MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
Aug,week_3,Tuesday,Toyota,Urban,Tuesday,Dec,week_2,Male,Married,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jul,week_4,Sunday,Chevrolet,Urban,Tuesday,Jul,week_4,Male,Single,30,Policy_Holder,Sedan-Liability,Sport,more_than_69000,5,400,rate_2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Oct,week_1,Saturday,Honda,Urban,Wednesday,Oct,week_3,Male,Married,28,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,13,400,rate_4,more_than_30,more_than_30,more_than_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Mar,week_5,Friday,Mazda,Urban,Tuesday,Apr,week_4,Male,Married,37,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,9,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,36_to_40,No,No,Internal,1_to_2,no_change,1-vehicle,1995,Liability,No
Dec,week_5,Thursday,Honda,Urban,Friday,Dec,week_5,Male,Single,30,Policy_Holder,Sedan-Collision,Sedan,less_than_20000,6,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Apr,week_1,Monday,VW,Urban,Monday,Apr,week_1,Male,Married,40,Policy_Holder,Sedan-Liability,Sport,more_than_69000,5,400,rate_4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jun,week_4,Monday,Toyota,Urban,Monday,Jun,week_4,Male,Married,71,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,15,400,rate_2,more_than_30,more_than_30,1,more_than_7,over_65,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jun,week_4,Saturday,Toyota,Urban,Monday,Jun,week_4,Male,Married,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,14,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jun,week_4,Wednesday,Ford,Rural,Friday,Jun,week_4,Male,Married,32,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,11,400,rate_2,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Apr,week_1,Wednesday,Pontiac,Urban,Friday,Apr,week_2,Male,Married,75,Policy_Holder,Sedan-Liability,Sport,less_than_20000,12,400,rate_3,more_than_30,more_than_30,more_than_4,7_years,over_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Aug,week_2,Friday,Mazda,Urban,Wednesday,Aug,week_3,Male,Married,30,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,11,400,rate_2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Sep,week_2,Wednesday,Mazda,Urban,Wednesday,Sep,week_2,Male,Single,27,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,7,400,rate_3,more_than_30,more_than_30,none,7_years,31_to_35,No,No,Internal,more_than_5,no_change,1-vehicle,1995,Liability,No
Aug,week_2,Monday,Mazda,Urban,Monday,Aug,week_2,Female,Single,26,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,rate_3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Aug,week_1,Thursday,Chevrolet,Urban,Friday,Aug,week_1,Male,Single,37,Policy_Holder,Utility-Collision,Utility,more_than_69000,14,400,rate_4,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Aug,week_1,Wednesday,Toyota,Urban,Wednesday,Aug,week_1,Female,Married,30,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,10,400,rate_4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jun,week_1,Friday,Dodge,Rural,Tuesday,Jun,week_1,Female,Single,30,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,3_to_4,1995,Collision,No
Apr,week_5,Sunday,Toyota,Urban,Thursday,May,week_1,Male,Married,28,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,rate_1,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Apr,week_4,Monday,Toyota,Rural,Monday,Apr,week_4,Male,Single,45,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,2,400,rate_3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,4_to_8_years,2-vehicles,1995,Collision,No
Apr,week_1,Saturday,Pontiac,Urban,Monday,Apr,week_1,Male,Married,61,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Mar,week_4,Friday,Mazda,Urban,Monday,Mar,week_4,Male,Married,38,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,1,400,rate_4,more_than_30,more_than_30,1,6_years,36_to_40,Yes,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Nov,week_5,Monday,Chevrolet,Urban,Monday,Nov,week_5,Male,Single,43,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,16,400,rate_2,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,week_2,Monday,Pontiac,Urban,Tuesday,Jan,week_2,Male,Married,49,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,3,400,rate_3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1994,All_Perils,No
Nov,week_1,Thursday,Ford,Urban,Thursday,Jan,week_2,Male,Married,49,Policy_Holder,Utility-Liability,Utility,more_than_69000,8,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1994,Liability,No
Sep,week_4,Thursday,Pontiac,Urban,Tuesday,Sep,week_3,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,1,400,rate_3,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1994,All_Perils,No
Jul,week_4,Friday,Pontiac,Urban,Wednesday,Jul,week_4,Female,Single,27,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,2,400,rate_4,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,3_to_4,1994,All_Perils,No
Jan,week_3,Friday,Toyota,Urban,Friday,Jan,week_3,Male,Married,39,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,4,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1994,Liability,No
Jan,week_3,Thursday,Ford,Urban,Wednesday,Jan,week_4,Female,Married,54,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,16,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,No
Jan,week_4,Saturday,Toyota,Urban,Wednesday,Feb,week_1,Male,Married,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,rate_4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Dec,week_5,Wednesday,Honda,Urban,Friday,Jan,week_2,Male,Married,52,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,9,400,rate_1,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,No
Jan,week_1,Tuesday,Dodge,Urban,Wednesday,Feb,week_1,Male,Married,60,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_4,more_than_30,more_than_30,1,more_than_7,51_to_65,No,No,External,3_to_5,no_change,1-vehicle,1994,Collision,No
Oct,week_5,Sunday,Toyota,Rural,Monday,Oct,week_5,Male,Married,54,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Nov,week_4,Saturday,Pontiac,Urban,Tuesday,Nov,week_5,Male,Married,49,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,10,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Mar,week_3,Saturday,Pontiac,Urban,Wednesday,Mar,week_4,Male,Married,61,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,8,400,rate_2,more_than_30,more_than_30,none,7_years,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
May,week_4,Wednesday,Mazda,Urban,Wednesday,Jun,week_2,Male,Married,31,Third_Party,Sedan-Collision,Sedan,20000_to_29000,11,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,3_to_5,4_to_8_years,2-vehicles,1995,Collision,No
Aug,week_1,Saturday,Mazda,Urban,Tuesday,Aug,week_2,Male,Married,40,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Aug,week_2,Monday,Ford,Rural,Monday,Aug,week_2,Male,Married,49,Third_Party,Sedan-All_Perils,Sedan,60000_to_69000,8,400,rate_1,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jul,week_2,Sunday,Chevrolet,Urban,Monday,Jul,week_2,Female,Single,33,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,4,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,Yes,No,External,more_than_5,4_to_8_years,2-vehicles,1994,Liability,No
Jan,week_3,Tuesday,Honda,Urban,Friday,Jan,week_5,Male,Single,28,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,13,400,rate_1,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jan,week_2,Wednesday,Mazda,Urban,Thursday,Jan,week_2,Male,Married,42,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,3,400,rate_3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Oct,week_3,Saturday,Toyota,Urban,Tuesday,Oct,week_4,Male,Married,54,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,2,400,rate_4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Feb,week_3,Wednesday,Mazda,Urban,Monday,Apr,week_1,Male,Single,45,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,2,400,rate_2,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,Internal,1_to_2,no_change,1-vehicle,1995,Collision,No
Jan,week_4,Friday,Chevrolet,Urban,Monday,Jan,week_5,Male,Married,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,1,400,rate_1,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jun,week_2,Tuesday,Mazda,Urban,Wednesday,Jun,week_3,Male,Married,32,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,15,400,rate_4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,week_2,Wednesday,Toyota,Urban,Monday,Oct,week_3,Male,Single,27,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,14,400,rate_3,more_than_30,more_than_30,1,5_years,31_to_35,Yes,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Jun,week_2,Tuesday,Pontiac,Urban,Friday,Jun,week_3,Male,Married,40,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,rate_2,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Feb,week_1,Wednesday,Honda,Urban,Thursday,Feb,week_1,Male,Married,74,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,7,400,rate_4,more_than_30,more_than_30,none,more_than_7,over_65,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Aug,week_4,Monday,Chevrolet,Rural,Tuesday,Aug,week_4,Male,Married,48,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,9,400,rate_1,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Aug,week_1,Tuesday,Mazda,Urban,Friday,Aug,week_1,Male,Single,30,Policy_Holder,Sport-Collision,Sport,more_than_69000,11,400,rate_1,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Nov,week_4,Thursday,Honda,Urban,Thursday,Nov,week_4,Male,Single,28,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,rate_3,more_than_30,more_than_30,more_than_4,4_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Nov,week_2,Wednesday,Pontiac,Rural,Friday,Nov,week_2,Male,Married,33,Third_Party,Sedan-Collision,Sedan,20000_to_29000,10,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,week_2,Tuesday,Toyota,Urban,Tuesday,Oct,week_2,Female,Married,33,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,8,400,rate_1,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Sep,week_3,Sunday,Chevrolet,Urban,Thursday,Oct,week_1,Male,Single,39,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,13,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Jul,week_2,Friday,Honda,Urban,Wednesday,Jul,week_2,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,8,400,rate_4,more_than_30,more_than_30,2_to_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Liability,No
May,week_2,Wednesday,Ford,Urban,Thursday,May,week_2,Male,Married,32,Policy_Holder,Sedan-Liability,Sport,more_than_69000,13,400,rate_1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Sep,week_4,Wednesday,Toyota,Urban,Monday,Oct,week_1,Female,Married,41,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,rate_2,more_than_30,more_than_30,none,5_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Jan,week_2,Thursday,Toyota,Urban,Friday,Jan,week_2,Male,Married,47,Third_Party,Sedan-Liability,Sport,20000_to_29000,1,400,rate_1,more_than_30,more_than_30,more_than_4,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
May,week_4,Sunday,Toyota,Urban,Tuesday,May,week_4,Male,Single,32,Third_Party,Sedan-Liability,Sport,20000_to_29000,13,400,rate_2,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Sep,week_4,Monday,Toyota,Urban,Monday,Oct,week_1,Male,Single,35,Third_Party,Sedan-Liability,Sport,20000_to_29000,14,400,rate_4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,week_1,Wednesday,Honda,Urban,Monday,Jan,week_2,Male,Single,29,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1994,Collision,No
Jan,week_1,Thursday,Pontiac,Urban,Monday,Jan,week_2,Male,Single,33,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,8,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,No
Feb,week_1,Thursday,Honda,Urban,Friday,Feb,week_2,Male,Married,31,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,4,400,rate_3,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,No
Feb,week_2,Tuesday,Chevrolet,Urban,Tuesday,Feb,week_2,Male,Married,45,Policy_Holder,Utility-Collision,Utility,more_than_69000,7,400,rate_3,more_than_30,more_than_30,1,6_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1994,Collision,No
Sep,week_3,Friday,Chevrolet,Urban,Wednesday,Sep,week_3,Female,Married,38,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,1,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1994,Liability,No
Aug,week_1,Tuesday,Pontiac,Urban,Wednesday,Aug,week_1,Male,Married,42,Third_Party,Sedan-Collision,Sedan,20000_to_29000,13,700,rate_3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1994,Collision,No
May,week_3,Friday,Honda,Urban,Tuesday,May,week_4,Male,Married,55,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,11,400,rate_3,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,none,1_year,2-vehicles,1994,All_Perils,No
Aug,week_3,Friday,Chevrolet,Urban,Monday,Aug,week_4,Female,Married,32,Third_Party,Sedan-Liability,Sport,30000_to_39000,14,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1994,Liability,No
Apr,week_1,Saturday,Toyota,Urban,Monday,Apr,week_1,Male,Married,62,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,14,400,rate_4,more_than_30,more_than_30,1,more_than_7,51_to_65,No,No,External,none,no_change,1-vehicle,1994,All_Perils,No
Jan,week_2,Wednesday,Toyota,Urban,Thursday,Jan,week_2,Male,Married,41,Third_Party,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,week_1,Monday,Mazda,Urban,Monday,Jan,week_2,Male,Married,49,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,2,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Feb,week_4,Wednesday,Saturn,Urban,Wednesday,Feb,week_4,Male,Single,34,Policy_Holder,Sedan-Liability,Sport,40000_to_59000,16,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,week_2,Friday,Honda,Urban,Monday,Jan,week_2,Male,Single,0,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,15,400,rate_3,more_than_30,more_than_30,1,new,16_to_17,No,No,External,none,1_year,1-vehicle,1995,All_Perils,No
Dec,week_2,Sunday,Honda,Urban,Monday,Dec,week_2,Male,Married,36,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,rate_3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Dec,week_1,Friday,Toyota,Urban,Wednesday,Jan,week_1,Male,Married,34,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,7,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Aug,week_4,Friday,Pontiac,Urban,Thursday,Feb,week_2,Female,Married,32,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,16,400,rate_3,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,3_to_4,1995,Liability,No
Dec,week_4,Sunday,Honda,Urban,Monday,Jan,week_1,Male,Married,38,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,14,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Dec,week_3,Wednesday,Mazda,Urban,Tuesday,Jan,week_3,Male,Single,44,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,8,400,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,week_3,Saturday,Toyota,Urban,Monday,Jan,week_3,Female,Single,38,Third_Party,Sedan-Liability,Sport,20000_to_29000,13,500,rate_4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,2_to_3_years,1-vehicle,1994,Liability,No
Feb,week_1,Thursday,Chevrolet,Urban,Thursday,Feb,week_1,Male,Married,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Sep,week_3,Monday,Pontiac,Urban,Tuesday,Sep,week_3,Male,Married,37,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,12,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Aug,week_3,Saturday,Pontiac,Urban,Monday,Sep,week_2,Male,Married,41,Third_Party,Sedan-Liability,Sport,20000_to_29000,1,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jul,week_2,Thursday,Honda,Urban,Friday,Jul,week_2,Male,Married,59,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,14,400,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jun,week_4,Monday,VW,Rural,Wednesday,Jun,week_5,Male,Married,48,Policy_Holder,Sedan-Liability,Sport,more_than_69000,2,400,rate_4,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Dec,week_4,Saturday,VW,Urban,Tuesday,Dec,week_4,Male,Married,35,Third_Party,Sedan-Liability,Sport,40000_to_59000,7,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
May,week_2,Tuesday,Mazda,Urban,Tuesday,May,week_2,Female,Single,32,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,7,400,rate_3,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Sep,week_4,Friday,Pontiac,Urban,Monday,Sep,week_4,Male,Single,24,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,8,400,rate_4,more_than_30,more_than_30,1,4_years,26_to_30,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Sep,week_5,Friday,Pontiac,Urban,Monday,Oct,week_1,Male,Single,25,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,26_to_30,No,No,External,none,4_to_8_years,2-vehicles,1995,Liability,No
Nov,week_2,Thursday,Honda,Urban,Thursday,Nov,week_2,Male,Married,39,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,rate_2,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
